,case:Responsible_actor,Activity,monitoringResource,question,org:resource,timesincelastevent,timesincecasestart,timesincemidnight,event_nr,month,weekday,hour,open_cases,resource_multitasking,n_tasks,n_cases,n_acts,n_handoffs,ent_act,ent_case,ent_handoff,ratio_act_case,busyness,n_current_case,n_current_act,n_current_handoff,ratio_current_case,ratio_current_act,ratio_current_handoff,case:SUMleges,time:timestamp,Case ID,label
965,4901428.0,enter senddate acknowledgement,560872,EMPTY,560872,2880.0,2880.0,1380,2,12,2,23,40,12,322,31,46,5,3.490124539234757,3.055539331581555,0.4989849874294162,10.387096774193548,4.075949367088608,2,15,282,0.0062111801242236,0.046583850931677,0.8757763975155279,953.256,2010-12-22 23:00:00+00:00,2953434,92160.0
986,4901428.0,phase application received,560464,EMPTY,560872,742.5166666666667,3622.516666666667,682,3,12,3,11,40,12,338,32,47,5,3.536081943654577,3.064693512074659,0.4887509330577682,10.5625,4.278481012658228,3,20,297,0.0088757396449704,0.059171597633136,0.878698224852071,953.256,2010-12-23 11:22:31+00:00,2953434,92160.0
987,4901428.0,reception through OLO,560872,False,560872,0.05,3622.5666666666666,682,4,12,3,11,40,12,339,32,47,5,3.534225875285924,3.0691492337211552,0.4876900452744224,10.59375,4.291139240506329,4,19,298,0.0117994100294985,0.0560471976401179,0.8790560471976401,953.256,2010-12-23 11:22:34+00:00,2953434,92160.0
988,4901428.0,send confirmation receipt,560872,EMPTY,560872,3.35,3625.9166666666665,685,5,12,3,11,40,12,340,32,47,5,3.5333164245288584,3.072844269703761,0.4866342043185948,10.625,4.30379746835443,5,14,299,0.0147058823529411,0.0411764705882352,0.8794117647058823,953.256,2010-12-23 11:25:55+00:00,2953434,92160.0
989,4901428.0,forward to the competent authority,560872,False,560872,0.15,3626.0666666666666,686,6,12,3,11,40,12,341,32,47,5,3.531195523122899,3.0759357748160987,0.4855833732594897,10.65625,4.316455696202532,6,21,300,0.0175953079178885,0.0615835777126099,0.8797653958944281,953.256,2010-12-23 11:26:04+00:00,2953434,92160.0
990,4901428.0,regular procedure without MER,560872,True,560872,0.1166666666666666,3626.183333333333,686,7,12,3,11,40,12,342,32,47,5,3.5305425697575923,3.078528164637434,0.4845375155282646,10.6875,4.329113924050633,7,13,301,0.0204678362573099,0.0380116959064327,0.8801169590643275,953.256,2010-12-23 11:26:11+00:00,2953434,92160.0
1075,4901428.0,registrer date of publishing received request,560872,EMPTY,560881,15093.816666666668,18720.0,1380,8,1,6,23,44,8,158,21,21,6,2.854282552282132,2.702011832259992,0.7565843375361895,7.523809523809524,2.872727272727273,1,8,16,0.0063291139240506,0.050632911392405,0.1012658227848101,953.256,2011-01-02 23:00:00+00:00,2953434,92160.0
1248,4901428.0,enter senddate procedure confirmation,560872,EMPTY,560881,0.0,38880.0,1380,10,1,6,23,52,11,163,24,21,6,2.851593833501777,2.7832730188388046,0.802724082668579,6.791666666666667,2.36231884057971,2,23,7,0.0122699386503067,0.1411042944785276,0.0429447852760736,953.256,2011-01-16 23:00:00+00:00,2953434,92160.0
1251,4901428.0,enter senddate procedure confirmation,560872,EMPTY,560925,20160.0,38880.0,1380,9,1,6,23,52,6,188,32,25,8,2.5900603235567305,3.2708318994557954,0.7142555242071801,5.875,1.825242718446602,1,9,4,0.0053191489361702,0.0478723404255319,0.0212765957446808,953.256,2011-01-16 23:00:00+00:00,2953434,92160.0
1279,4901428.0,send procedure confirmation,560872,EMPTY,560925,796.1666666666666,39676.16666666666,736,11,1,0,12,51,3,202,33,25,8,2.594181091669769,3.3160704741074314,0.7389639597408653,6.121212121212121,1.9611650485436891,2,11,7,0.0099009900990099,0.0544554455445544,0.0346534653465346,953.256,2011-01-17 12:16:10+00:00,2953434,92160.0
1645,4901428.0,treat subcases completeness,560872,EMPTY,560881,19961.716666666667,59637.88333333333,537,12,1,0,8,53,12,267,28,39,6,3.198902730260999,2.984990959315064,0.7157741529866807,9.535714285714286,3.216867469879518,3,18,13,0.0112359550561797,0.0674157303370786,0.048689138576779,953.256,2011-01-31 08:57:53+00:00,2953434,92160.0
1646,4901428.0,subcases completeness completed,560872,EMPTY,560881,0.15,59638.03333333333,538,13,1,0,8,53,12,268,28,39,6,3.197142101382668,2.990046136353321,0.7138243320656077,9.571428571428571,3.2289156626506026,4,18,221,0.0149253731343283,0.0671641791044776,0.8246268656716418,953.256,2011-01-31 08:58:02+00:00,2953434,92160.0
1647,4901428.0,applicant is stakeholder,560872,True,560881,0.1,59638.13333333333,538,14,1,0,8,53,12,269,28,39,6,3.1985604915111088,2.9941383002267066,0.7118860579529568,9.607142857142858,3.240963855421686,5,8,222,0.0185873605947955,0.0297397769516728,0.8252788104089219,953.256,2011-01-31 08:58:08+00:00,2953434,92160.0
1648,4901428.0,WAW permit aspect,560872,False,560881,0.1333333333333333,59638.26666666667,538,15,1,0,8,53,12,270,28,39,6,3.1957496854487943,2.997468160460936,0.709959226466857,9.642857142857142,3.253012048192771,6,24,223,0.0222222222222222,0.0888888888888888,0.825925925925926,953.256,2011-01-31 08:58:16+00:00,2953434,92160.0
1744,4901428.0,registrer date of publishing received request,560872,EMPTY,560881,1771.9666666666667,61410.23333333333,870,16,2,1,14,57,10,340,28,43,6,3.270062706076523,3.111858916169652,0.6074744294400447,12.142857142857142,4.047619047619048,7,17,292,0.0205882352941176,0.05,0.8588235294117647,953.256,2011-02-01 14:30:14+00:00,2953434,92160.0
1745,4901428.0,activities regular procedure,560872,True,560881,0.2333333333333333,61410.46666666667,870,17,2,1,14,57,10,341,28,43,6,3.2684407678584724,3.1139245893660967,0.6061385823934357,12.178571428571429,4.059523809523809,8,23,293,0.0234604105571847,0.0674486803519061,0.8592375366568915,953.256,2011-02-01 14:30:28+00:00,2953434,92160.0
1746,4901428.0,regular procedure applies,560872,EMPTY,560881,1.1,61411.566666666666,871,18,2,1,14,57,10,342,28,43,6,3.267255392674133,3.1156203024356244,0.6048091425798878,12.214285714285714,4.071428571428571,9,20,294,0.0263157894736842,0.0584795321637426,0.8596491228070176,953.256,2011-02-01 14:31:34+00:00,2953434,92160.0
1747,4901428.0,phase application receptive,560464,EMPTY,560881,0.15,61411.71666666667,871,19,2,1,14,57,10,343,28,43,6,3.2678910161114234,3.116990043736372,0.6034860628051125,12.25,4.083333333333333,10,11,295,0.0291545189504373,0.032069970845481,0.8600583090379009,953.256,2011-02-01 14:31:43+00:00,2953434,92160.0
1748,4901428.0,request complete,560872,True,560881,0.0,61411.71666666667,871,20,2,1,14,57,10,344,28,43,6,3.2667311058657926,3.118069112468796,0.6021692963401459,12.285714285714286,4.095238095238095,11,20,296,0.0319767441860465,0.0581395348837209,0.8604651162790697,953.256,2011-02-01 14:31:43+00:00,2953434,92160.0
1749,4901428.0,WAW permit aspect,560872,False,560881,0.1833333333333333,61411.9,871,21,2,1,14,57,10,345,28,43,6,3.264289600776892,3.118886482991193,0.6008587969156532,12.321428571428571,4.107142857142857,12,31,297,0.0347826086956521,0.0898550724637681,0.8608695652173913,953.256,2011-02-01 14:31:54+00:00,2953434,92160.0
1750,4901428.0,treat subcases content,560872,EMPTY,560881,0.1333333333333333,61412.03333333333,872,22,2,1,14,57,10,346,28,43,6,3.264953489859363,3.1194663788340207,0.5995545187163154,12.357142857142858,4.119047619047619,13,11,298,0.0375722543352601,0.0317919075144508,0.861271676300578,953.256,2011-02-01 14:32:02+00:00,2953434,92160.0
1751,4901428.0,completed subcases content,560872,EMPTY,560881,0.0166666666666666,61412.05,872,23,2,1,14,57,10,347,28,43,6,3.2656218815333875,3.1198293619035886,0.5982564163752967,12.392857142857142,4.130952380952381,14,11,299,0.0403458213256484,0.031700288184438,0.861671469740634,953.256,2011-02-01 14:32:03+00:00,2953434,92160.0
1752,4901428.0,assessment of content completed,560872,EMPTY,560881,0.05,61412.1,872,24,2,1,14,57,10,348,28,43,6,3.266582550224506,3.119993110628111,0.5969644449687925,12.428571428571429,4.142857142857143,15,10,300,0.043103448275862,0.028735632183908,0.8620689655172413,953.256,2011-02-01 14:32:06+00:00,2953434,92160.0
1753,4901428.0,article 34  WABO applies,560872,False,560881,0.0,61412.1,872,25,2,1,14,57,10,349,28,43,6,3.267545947367746,3.119972990963924,0.5956785600106548,12.464285714285714,4.154761904761905,16,10,301,0.0458452722063037,0.0286532951289398,0.8624641833810889,953.256,2011-02-01 14:32:06+00:00,2953434,92160.0
1754,4901428.0,phase advice known,560464,EMPTY,560881,0.0166666666666666,61412.11666666667,872,26,2,1,14,57,10,350,28,43,6,3.268512026051407,3.119782485068154,0.5943987174470947,12.5,4.166666666666667,17,10,302,0.0485714285714285,0.0285714285714285,0.8628571428571429,953.256,2011-02-01 14:32:07+00:00,2953434,92160.0
1812,4901428.0,grounds for refusal,560872,False,2670601,2841.85,64253.96666666667,833,27,2,3,13,60,4,246,24,51,9,3.520814605993728,2.662267375223614,0.6020446486559385,10.25,2.0672268907563027,1,5,7,0.0040650406504065,0.0203252032520325,0.0284552845528455,953.256,2011-02-03 13:53:58+00:00,2953434,92160.0
1813,4901428.0,ask stakeholders views,560872,False,2670601,4.216666666666667,64258.18333333333,838,28,2,3,13,60,4,247,24,51,9,3.523799246168951,2.6722220293588594,0.6001326122210927,10.291666666666666,2.0756302521008405,2,4,217,0.0080971659919028,0.0161943319838056,0.8785425101214575,953.256,2011-02-03 13:58:11+00:00,2953434,92160.0
1814,4901428.0,suspension ground applicable,560872,False,2670601,0.05,64258.23333333333,838,29,2,3,13,60,4,248,24,51,9,3.525757304789697,2.680002857453867,0.5982337385107799,10.333333333333334,2.0840336134453783,3,5,218,0.0120967741935483,0.0201612903225806,0.8790322580645161,953.256,2011-02-03 13:58:14+00:00,2953434,92160.0
1815,4901428.0,by law,560872,False,2670601,0.05,64258.28333333333,838,30,2,3,13,60,4,249,24,51,9,3.5287305750207487,2.686372731891086,0.5963478882717983,10.375,2.092436974789916,4,4,219,0.0160642570281124,0.0160642570281124,0.8795180722891566,953.256,2011-02-03 13:58:17+00:00,2953434,92160.0
2065,4901428.0,register date environmental permit decision,560872,EMPTY,560890,14941.716666666667,79200.0,1380,31,2,6,23,69,8,221,20,43,6,3.426421948770157,2.753886555928241,0.5086734805150617,11.05,2.455555555555556,1,16,7,0.004524886877828,0.0723981900452488,0.0316742081447963,953.256,2011-02-13 23:00:00+00:00,2953434,92160.0
2066,4901428.0,enter senddate decision environmental permit,560872,EMPTY,560890,0.0,79200.0,1380,32,2,6,23,69,8,222,20,43,6,3.4243136964943863,2.7640678208974965,0.5069216197380582,11.1,2.466666666666667,2,12,197,0.009009009009009,0.054054054054054,0.8873873873873874,953.256,2011-02-13 23:00:00+00:00,2953434,92160.0
2084,4901428.0,terminate on request,560872,False,560890,670.6333333333333,79870.63333333333,610,33,2,0,10,69,8,232,23,44,7,3.4129525524057107,2.861316181072454,0.5418640224298814,10.08695652173913,2.5494505494505493,3,10,204,0.0129310344827586,0.043103448275862,0.8793103448275862,953.256,2011-02-14 10:10:38+00:00,2953434,92160.0
2085,4901428.0,creating environmental permit decision,560464,EMPTY,560890,0.15,79870.78333333334,610,34,2,0,10,69,8,233,23,44,7,3.4120302655726804,2.8670596690324395,0.5400891660034476,10.130434782608695,2.56043956043956,4,10,205,0.0171673819742489,0.0429184549356223,0.8798283261802575,953.256,2011-02-14 10:10:47+00:00,2953434,92160.0
2086,4901428.0,extend procedure term,560872,False,560890,0.0,79870.78333333334,610,35,2,0,10,69,8,234,23,44,7,3.410706137267038,2.8716926157254754,0.5383269741214408,10.173913043478262,2.571428571428572,5,11,206,0.0213675213675213,0.047008547008547,0.8803418803418803,953.256,2011-02-14 10:10:47+00:00,2953434,92160.0
2087,4901428.0,generating decision environmental permit,560872,EMPTY,560890,0.1,79870.88333333333,610,36,2,0,10,69,8,235,23,44,7,3.407487164500184,2.875447487901016,0.536577307826871,10.217391304347826,2.5824175824175826,6,17,207,0.025531914893617,0.0723404255319148,0.8808510638297873,953.256,2011-02-14 10:10:53+00:00,2953434,92160.0
2088,4901428.0,register objection and appeal periods,560872,42,560890,0.4333333333333333,79871.31666666667,611,37,2,0,10,69,8,236,23,44,7,3.4045785054254507,2.8784790491139267,0.534840030209909,10.26086956521739,2.593406593406593,7,16,208,0.0296610169491525,0.0677966101694915,0.8813559322033898,953.256,2011-02-14 10:11:19+00:00,2953434,92160.0
2089,4901428.0,transcript decision environmental permit to stakeholders,560872,EMPTY,560890,0.0666666666666666,79871.38333333333,611,38,2,0,10,69,8,237,23,44,7,3.4014483858661144,2.8808980665139967,0.5331150063702502,10.304347826086955,2.6043956043956045,8,17,209,0.0337552742616033,0.0717299578059071,0.8818565400843882,953.256,2011-02-14 10:11:23+00:00,2953434,92160.0
2090,4901428.0,generate publication document decision environmental permit,560872,EMPTY,560890,0.75,79872.13333333333,612,39,2,0,10,69,8,238,23,44,7,3.3995292961576054,2.8827878982605664,0.5314021033802995,10.347826086956522,2.6153846153846154,9,13,210,0.0378151260504201,0.0546218487394958,0.8823529411764706,953.256,2011-02-14 10:12:08+00:00,2953434,92160.0
2392,4901428.0,enter date publication decision environmental permit,560872,EMPTY,560890,12287.866666666669,92160.0,1380,40,2,1,23,67,7,257,24,44,7,3.3678310381257925,2.966454153198812,0.5120044792615334,10.708333333333334,2.595959595959596,10,13,228,0.0389105058365758,0.0505836575875486,0.8871595330739299,953.256,2011-02-22 23:00:00+00:00,2953434,92160.0
941,4901428.0,register submission date request,560925,EMPTY,560925,0.0,0.0,1380,1,12,0,23,37,3,140,20,25,7,2.7037192136147885,2.819428237932116,0.634515067416047,7.0,1.8421052631578947,1,20,19,0.0071428571428571,0.1428571428571428,0.1357142857142857,5041.8564,2010-12-20 23:00:00+00:00,2955625,253380.0
971,4901428.0,enter senddate acknowledgement,560925,EMPTY,560925,2880.0,2880.0,1380,2,12,2,23,40,1,143,22,25,7,2.694231350175384,2.87545805532336,0.6499933874511656,6.5,1.8333333333333333,2,8,116,0.0139860139860139,0.0559440559440559,0.8111888111888111,5041.8564,2010-12-22 23:00:00+00:00,2955625,253380.0
1011,4901428.0,phase application received,560464,EMPTY,560925,947.55,3827.55,887,3,12,3,14,40,1,144,22,25,7,2.689748382811292,2.8836617529037043,0.6469270778770473,6.545454545454546,1.8461538461538465,3,19,117,0.0208333333333333,0.1319444444444444,0.8125,5041.8564,2010-12-23 14:47:33+00:00,2955625,253380.0
1012,4901428.0,reception through OLO,560925,False,560925,0.0833333333333333,3827.633333333333,887,4,12,3,14,40,1,145,22,25,7,2.68537514258506,2.889456754149637,0.6438920097291246,6.590909090909091,1.858974358974359,4,19,118,0.0275862068965517,0.1310344827586207,0.8137931034482758,5041.8564,2010-12-23 14:47:38+00:00,2955625,253380.0
1024,4901428.0,send confirmation receipt,560925,EMPTY,560925,31.98333333333333,3859.616666666667,919,5,12,3,15,40,1,146,22,25,7,2.6882791477071826,2.8934889818660303,0.6408877091495434,6.636363636363637,1.871794871794872,5,7,119,0.0342465753424657,0.047945205479452,0.815068493150685,5041.8564,2010-12-23 15:19:37+00:00,2955625,253380.0
1249,4901428.0,enter senddate procedure confirmation,560925,EMPTY,560881,35020.38333333333,38880.0,1380,6,1,6,23,52,11,164,25,21,6,2.846034642258997,2.803477521356045,0.8166260708328852,6.56,2.3768115942028984,1,24,8,0.0060975609756097,0.1463414634146341,0.048780487804878,5041.8564,2011-01-16 23:00:00+00:00,2955625,253380.0
1252,4901428.0,enter senddate procedure confirmation,560925,EMPTY,560925,0.0,38880.0,1380,7,1,6,23,52,6,189,32,25,8,2.5921672377195386,3.2722334744906547,0.7302493294576764,5.90625,1.83495145631068,6,10,5,0.0317460317460317,0.0529100529100529,0.0264550264550264,5041.8564,2011-01-16 23:00:00+00:00,2955625,253380.0
1276,4901428.0,forward to the competent authority,560925,False,560925,783.4666666666667,39663.46666666667,723,8,1,0,12,51,4,199,33,25,8,2.588773991778161,3.3089636458723137,0.7304738495182751,6.03030303030303,1.9320388349514563,7,13,157,0.0351758793969849,0.0653266331658291,0.7889447236180904,5041.8564,2011-01-17 12:03:28+00:00,2955625,253380.0
1277,4901428.0,regular procedure without MER,560925,True,560925,0.25,39663.71666666667,723,9,1,0,12,51,4,200,33,25,8,2.5900990287830674,3.308827087139861,0.7280034273249685,6.0606060606060606,1.941747572815534,8,12,158,0.04,0.06,0.79,5041.8564,2011-01-17 12:03:43+00:00,2955625,253380.0
1278,4901428.0,send procedure confirmation,560925,EMPTY,560925,3.883333333333333,39667.6,727,10,1,0,12,51,4,201,33,25,8,2.5923870111092837,3.308093242664935,0.7255509738333559,6.090909090909091,1.951456310679612,9,10,159,0.044776119402985,0.0497512437810945,0.7910447761194029,5041.8564,2011-01-17 12:07:36+00:00,2955625,253380.0
1643,4901428.0,enter senddate retrieve missing data,560925,EMPTY,560881,19372.4,59040.0,1380,11,1,6,23,53,11,266,28,39,6,3.200690677127548,2.9786344172371124,0.7069616054137333,9.5,3.2048192771084336,2,9,12,0.0075187969924812,0.0338345864661654,0.0451127819548872,5041.8564,2011-01-30 23:00:00+00:00,2955625,253380.0
1649,4901428.0,treat subcases completeness,560925,EMPTY,560881,728.2833333333333,59768.28333333333,668,12,1,0,11,53,12,271,28,39,6,3.1938562274464264,3.003716355529175,0.7080437346677738,9.678571428571429,3.265060240963856,3,19,224,0.011070110701107,0.070110701107011,0.8265682656826568,5041.8564,2011-01-31 11:08:17+00:00,2955625,253380.0
1650,4901428.0,subcases completeness completed,560925,EMPTY,560881,0.0333333333333333,59768.316666666666,668,13,1,0,11,53,12,272,28,39,6,3.191990258272286,3.0086829167060403,0.7061394808404905,9.714285714285714,3.27710843373494,4,19,225,0.0147058823529411,0.0698529411764705,0.8272058823529411,5041.8564,2011-01-31 11:08:19+00:00,2955625,253380.0
1651,4901428.0,applicant is stakeholder,560925,True,560881,0.1,59768.41666666666,668,14,1,0,11,53,12,273,28,39,6,3.1930018294522258,3.0127010230012274,0.7042463644763886,9.75,3.289156626506024,5,9,226,0.0183150183150183,0.0329670329670329,0.8278388278388278,5041.8564,2011-01-31 11:08:25+00:00,2955625,253380.0
1652,4901428.0,WAW permit aspect,560925,False,560881,0.0833333333333333,59768.5,668,15,1,0,11,53,12,274,28,39,6,3.190154002963286,3.015968295952461,0.7023642862560201,9.785714285714286,3.3012048192771086,6,25,227,0.0218978102189781,0.0912408759124087,0.8284671532846716,5041.8564,2011-01-31 11:08:30+00:00,2955625,253380.0
1653,4901428.0,activities regular procedure,560925,True,560881,0.05,59768.55,668,16,1,0,11,53,12,275,28,39,6,3.1887779644610803,3.018616180257932,0.7004931480319682,9.821428571428571,3.3132530120481927,7,17,228,0.0254545454545454,0.0618181818181818,0.8290909090909091,5041.8564,2011-01-31 11:08:33+00:00,2955625,253380.0
1654,4901428.0,regular procedure applies,560925,EMPTY,560881,0.1666666666666666,59768.71666666667,668,17,1,0,11,53,12,276,28,39,6,3.1874250725119717,3.020738678842413,0.6986328528119896,9.857142857142858,3.325301204819277,8,17,229,0.0289855072463768,0.0615942028985507,0.8297101449275363,5041.8564,2011-01-31 11:08:43+00:00,2955625,253380.0
